municipio_cd,municipio_st,provincia_cd
12026,Benassal,12
23016,Benatae,23
25053,Benavent de Segrià,25
49021,Benavente,49
24015,Benavides,24
46052,Benavites,46
49022,Benegiles,49
03023,Beneixama,03
46053,Beneixida,46
03024,Benejúzar,03
46054,Benetússer,46
03025,Benferri,03
03026,Beniarbeig,03
03027,Beniardá,03
46055,Beniarjó,46
03028,Beniarrés,03
46056,Beniatjar,46
12027,Benicarló,12
12028,Benicasim/Benicàssim,12
46057,Benicolet,46
46904,Benicull de Xúquer,46
03030,Benidoleig,03
03031,Benidorm,03
30010,Beniel,30
46060,Benifaió,46
46059,Benifairó de la Valldigna,46
46058,Benifairó de les Valls,46
43025,Benifallet,43
03032,Benifallim,03
03033,Benifato,03
46061,Beniflá,46
46062,Benigànim,46
03029,Benigembla,03
03034,Benijófar,03
03035,Benilloba,03
03036,Benillup,03
03037,Benimantell,03
03038,Benimarfull,03
03039,Benimassot,03
03040,Benimeli,03
46063,Benimodo,46
46064,Benimuslem,46
46065,Beniparrell,46
46066,Benirredrà,46
03041,Benissa,03
43026,Benissanet,43
46067,Benissanó,46
46068,Benissoda,46
46069,Benissuera,46
03042,"Benitachell/Poble Nou de Benitatxell, el",03
04026,Benitagla,04
04027,Benizalón,04
12029,Benlloc,12
10027,Benquerencia,10
06018,Benquerencia de la Serena,06
04028,Bentarique,04
24016,Benuza,24
31250,Bera,31
48016,Berango,48
01014,Berantevilla,01
22246,Beranuy,22
20022,Berastegi,20
42034,Beratón,42
22055,Berbegal,22
09050,Berberana,09
31053,Berbinzana,31
26027,Berceo,26
47017,Bercero,47
47018,Berceruelo,47
18030,Bérchules,18
40028,Bercial,40
05026,Bercial de Zapardiel,05
24017,Bercianos del Páramo,24
24018,Bercianos del Real Camino,24
40029,Bercimuel,40
50047,Berdejo,50
08022,Berga,08
20074,Bergara,20
26028,Bergasa,26
26029,Bergasillas Bajera,26
44040,Berge,44
15008,Bergondo,15
31905,Beriáin,31
04029,Berja,04
05027,"Berlanas, Las",05
06019,Berlanga,06
42035,Berlanga de Duero,42
24019,Berlanga del Bierzo,24
09051,Berlangas de Roa,09
37049,Bermellar,37
48017,Bermeo,48
49023,Bermillo de Sayago,49
40030,Bernardos,40
01016,Bernedo,01
19051,Berninches,19
40031,Bernuy de Porreros,40
05029,Bernuy-Zapardiel,05
48018,Berriatua,48
31902,Berrioplano/Berriobeiti,31
31903,Berriozar,31
48019,Berriz,48
20023,Berrobi,20
21012,Berrocal,21
37050,Berrocal de Huebra,37
37051,Berrocal de Salvatierra,37
10028,Berrocalejo,10
05030,Berrocalejo de Aragona,05
47019,Berrueces,47
50048,Berrueco,50
28021,"Berrueco, El",28
31054,Bertizarana,31
10029,Berzocana,10
09052,Berzosa de Bureba,09
28020,Berzosa del Lozoya,28
34032,Berzosilla,34
17019,Besalú,17
17020,Bescanó,17
35007,Betancuria,35
15009,Betanzos,15
31055,Betelu,31
46070,Bétera,46
16035,Beteta,16
12021,Betxí,12
17021,Beuda,17
26030,Bezares,26
44041,Bezas,44
03043,Biar,03
46071,Bicorp,46
20024,Bidania-Goiatz,20
31253,Bidaurreta,31
50901,Biel,50
22057,Bielsa,22
02016,Bienservida,02
06020,Bienvenida,06
22058,Bierge,22
22059,Biescas,22
03044,Bigastro,03
08023,Bigues i Riells,08
50050,Bijuesca,50
48020,Bilbao,48
33006,Bimenes,33
22060,Binaced,22
22061,Binéfar,22
07008,Binissalem,07
25055,Biosca,25
50051,Biota,50
22062,Bisaurri,22
43027,"Bisbal de Falset, La",43
43028,"Bisbal del Penedès, La",43
17022,"Bisbal d'Empordà, La",17
22063,Biscarrués,22
50052,Bisimbre,50
17234,Biure,17
31056,Biurrun-Olcoz,31
42036,Blacos,42
30011,Blanca,30
43029,Blancafort,43
44042,Blancas,44
32012,"Blancos, Os",32
17023,Blanes,17
05033,Blascomillán,05
05034,Blasconuño de Matacabras,05
05035,Blascosancho,05
14011,"Blázquez, Los",14
22064,Blecua y Torres,22
44043,Blesa,44
42037,Bliecos,42
37052,Boada,37
34033,Boada de Campos,34
17029,Boadella i les Escaules,17
34035,Boadilla de Rioseco,34
34034,Boadilla del Camino,34
28022,Boadilla del Monte,28
33007,Boal,33
28023,"Boalo, El",28
26031,Bobadilla,26
47020,Bobadilla del Campo,47
32013,Boborás,32
24020,Boca de Huérgano,24
46072,Bocairent,46
40032,Boceguillas,40
47021,Bocigas,47
47022,Bocos de Duero,47
19052,"Bodera, La",19
37054,"Bodón, El",37
06021,Bodonal de la Sierra,06
47023,Boecillo,47
37055,Bogajo,37
02017,Bogarra,02
05036,"Bohodón, El",05
10030,Bohonal de Ibor,10
05037,Bohoyo,05
15010,Boimorto,15
15011,Boiro,15
32014,"Bola, A",32
13023,Bolaños de Calatrava,13
47024,Bolaños de Campos,47
46073,Bolbaite,46
41016,Bollullos de la Mitación,41
21013,Bollullos Par del Condado,21
32015,"Bolo, O",32
22066,Boltaña,22
03045,Bolulla,03
17024,Bolvir,17
22067,Bonansa,22
21014,Bonares,21
43030,Bonastre,43
02018,Bonete,02
16036,Boniches,16
05038,Bonilla de la Sierra,05
02019,"Bonillo, El",02
46074,Bonrepòs i Mirambell,46
24021,Boñar,24
15012,Boqueixón,15
50053,Boquiñeni,50
22068,Borau,22
50054,Bordalba,50
25057,"Bòrdes, Es",25
17025,Bordils,17
44044,Bordón,44
29030,"Borge, El",29
25058,"Borges Blanques, Les",25
43031,"Borges del Camp, Les",43
50055,Borja,50
42038,Borjabad,42
41017,Bormujos,41
11010,Bornos,11
42039,Borobia,42
45021,Borox,45
17026,Borrassà,17
08024,Borredà,08
24022,Borrenes,24
12032,Borriana/Burriana,12
12031,Borriol,12
11011,"Bosque, El",11
25059,Bossòst,25
43032,Bot,43
43033,Botarell,43
10031,Botija,10
50056,Botorrita,50
37056,"Bouza, La",37
27008,Bóveda,27
49024,"Bóveda de Toro, La",49
37057,Bóveda del Río Almar,37
25056,Bovera,25
09054,Bozoó,09
05039,Brabos,05
43034,Bràfim,43
47025,Brahojos de Medina,47
34036,Brañosera,34
28024,Braojos,28
09055,Brazacorta,09
13024,Brazatortas,13
24023,Brazuelo,24
50057,Brea de Aragón,50
28025,Brea de Tajo,28
17027,Breda,17
41018,Brenes,41
38008,Breña Alta,38
38009,Breña Baja,38
49025,Bretó,49
49026,Bretocino,49
40033,Brieva,40
26032,Brieva de Cameros,26
19053,Brihuega,19
49027,Brime de Sog,49
49028,Brime de Urz,49
37058,Brincones,37
26033,Briñas,26
15013,Brión,15
26034,Briones,26
09056,Briviesca,09
44045,Bronchales,44
22069,Broto,22
10032,Brozas,10
08025,"Bruc, El",08
08026,"Brull, El",08
28026,Brunete,28
17028,Brunyola i Sant Martí Sapresa,17
42041,Buberos,42
50058,Bubierca,50
18032,Bubión,18
16038,Buciegas,16
19054,Budia,19
16039,Buenache de Alarcón,16
16040,Buenache de la Sierra,16
37059,Buenamadre,37
45022,Buenaventura,45
37060,Buenavista,37
34037,Buenavista de Valdavia,34
38010,Buenavista del Norte,38
16041,Buendía,16
44046,Bueña,44
36004,Bueu,36
46075,Bufali,46
46076,Bugarra,46
09057,Bugedo,09
07009,Búger,07
42042,Buitrago,42
28027,Buitrago del Lozoya,28
14012,Bujalance,14
19055,Bujalaro,19
50059,Bujaraloz,50
05040,Bularros,05
50060,Bulbuente,50
30012,Bullas,30
09058,Buniel,09
07010,Bunyola,07
46077,Buñol,46
31057,Buñuel,31
44047,Burbáguena,44
27902,Burela,27
50061,Bureta,50
49029,Burganes de Valverde,49
50062,"Burgo de Ebro, El",50
42043,Burgo de Osma-Ciudad de Osma,42
29031,"Burgo, El",29
24024,"Burgo Ranero, El",24
05041,Burgohondo,05
09059,Burgos,09
31059,Burgui/Burgi,31
41019,Burguillos,41
45023,Burguillos de Toledo,45
06022,Burguillos del Cerro,06
46078,Burjassot,46
31060,Burlada/Burlata,31
24025,Burón,24
45024,Burujón,45
03046,Busot,03
18033,Busquístar,18
19057,Bustares,19
28028,Bustarviejo,28
50063,"Buste, El",50
47026,Bustillo de Chaves,47
34038,Bustillo de la Vega,34
49030,Bustillo del Oro,49
24026,Bustillo del Páramo,24
34039,Bustillo del Páramo de Carrión,34
09060,Busto de Bureba,09
31061,"Busto, El",31
48021,Busturia,48
43035,Cabacés,43
37061,"Cabaco, El",37
40034,Caballar,40
15014,Cabana de Bergantiños,15
25060,Cabanabona,25
15015,Cabanas,15
17031,Cabanelles,17
17030,Cabanes,17
12033,Cabanes,12
31062,Cabanillas,31
28029,Cabanillas de la Sierra,28
19058,Cabanillas del Campo,19
08027,"Cabanyes, Les",08
50064,Cabañas de Ebro,50
45025,Cabañas de la Sagra,45
40035,Cabañas de Polendos,40
49031,Cabañas de Sayago,49
45026,Cabañas de Yepes,45
10033,Cabañas del Castillo,10
24027,Cabañas Raras,24
09061,Cabañes de Esgueva,09
37063,"Cabeza de Béjar, La",37
06023,Cabeza del Buey,06
37065,Cabeza del Caballo,37
06024,Cabeza la Vaca,06
10034,Cabezabellosa,10
37062,Cabezabellosa de la Calzada,37
45027,Cabezamesada,45
13025,Cabezarados,13
13026,Cabezarrubias del Puerto,13
05042,Cabezas de Alambre,05
41020,"Cabezas de San Juan, Las",41
05043,Cabezas del Pozo,05
05044,Cabezas del Villar,05
21015,Cabezas Rubias,21
26035,Cabezón de Cameros,26
39012,Cabezón de la Sal,39
09062,Cabezón de la Sierra,09
39013,Cabezón de Liébana,39
47027,Cabezón de Pisuerga,47
47028,Cabezón de Valderaduey,47
40036,Cabezuela,40
10035,Cabezuela del Valle,10
05045,Cabizuela,05
25061,Cabó,25
50065,Cabolafuente,50
14013,Cabra,14
44048,Cabra de Mora,44
43036,Cabra del Camp,43
23017,Cabra del Santo Cristo,23
33008,Cabrales,33
33009,Cabranes,33
31063,Cabredo,31
42044,Cabrejas del Campo,42
42045,Cabrejas del Pinar,42
08028,Cabrera d'Anoia,08
08029,Cabrera de Mar,08
28030,"Cabrera, La",28
37067,Cabrerizos,37
10036,Cabrero,10
47029,Cabreros del Monte,47
24028,Cabreros del Río,24
24029,Cabrillanes,24
37068,Cabrillas,37
08030,Cabrils,08
39014,Cabuérniga,39
24030,Cacabelos,24
10037,Cáceres,10
10038,Cachorrilla,10
18034,Cacín,18
10039,Cadalso,10
28031,Cadalso de los Vidrios,28
17032,Cadaqués,17
18035,Cádiar,18
11012,Cádiz,11
31064,Cadreita,31
50066,Cadrete,50
18036,Cájar,18
21016,Cala,21
40037,Calabazas de Fuentidueña,40
44049,Calaceite,44
08031,Calaf,08
43037,Calafell,43
26036,Calahorra,26
34041,Calahorra de Boedo,34
18114,"Calahorra, La",18
44050,Calamocha,44
06025,Calamonte,06
44051,Calanda,44
21017,Calañas,21
30013,Calasparra,30
42046,Calatañazor,42
50067,Calatayud,50
50068,Calatorao,50
50069,Calcena,50
36005,Caldas de Reis,36
22072,Caldearenas,22
08034,Calders,08
17033,Caldes de Malavella,17
08033,Caldes de Montbui,08
08032,Caldes d'Estrac,08
08035,Calella,08
06026,Calera de León,06
45028,Calera y Chozas,45
09064,Caleruega,09
45029,Caleruela,45
18037,Calicasas,18
12034,Càlig,12
08037,Calldetenes,08
46079,Calles,46
03049,Callosa de Segura,03
03048,Callosa d'en Sarrià,03
08038,Callús,08
50070,Calmarza,50
44052,Calomarde,44
08036,Calonge de Segarra,08
17034,Calonge i Sant Antoni,17
03047,Calp,03
42048,Caltojar,42
37069,Calvarrasa de Abajo,37
37070,Calvarrasa de Arriba,37
07011,Calvià,07
32016,Calvos de Randín,32
37071,"Calzada de Béjar, La",37
13027,Calzada de Calatrava,13
37072,Calzada de Don Diego,37
34042,Calzada de los Molinos,34
45030,Calzada de Oropesa,45
37073,Calzada de Valdunciel,37
24031,Calzada del Coto,24
10040,Calzadilla,10
06027,Calzadilla de los Barros,06
49032,Calzadilla de Tera,49
39015,Camaleño,39
44053,Camañas,44
25062,Camarasa,25
45031,Camarena,45
44054,Camarena de la Sierra,44
45032,Camarenilla,45
39016,Camargo,39
44055,Camarillas,44
15016,Camariñas,15
43903,Camarles,43
28032,Camarma de Esteruelas,28
49033,Camarzana de Tera,49
41021,Camas,41
36006,Cambados,36
23018,Cambil,23
15017,Cambre,15
43038,Cambrils,43
10041,Caminomorisco,10
44056,Caminreal,44
17035,Camós,17
41022,"Campana, La",41
06028,Campanario,06
07012,Campanet,07
47030,Campaspero,47
24032,Campazas,24
17036,Campdevànol,17
17037,Campelles,17
03050,"Campello, el",03
01017,Campezo/Kanpezu,01
16042,Campillo de Altobuey,16
50071,Campillo de Aragón,50
09065,Campillo de Aranda,09
23019,Campillo de Arenas,23
37074,Campillo de Azaba,37
10042,Campillo de Deleitosa,10
19059,Campillo de Dueñas,19
45033,"Campillo de la Jara, El",45
06029,Campillo de Llerena,06
19060,Campillo de Ranas,19
21018,"Campillo, El",21
47031,"Campillo, El",47
29032,Campillos,29
16043,Campillos-Paravientos,16
16044,Campillos-Sierra,16
08039,Campins,08
19061,Campisábalos,19
17038,Campllong,17
22074,Campo,22
13028,Campo de Criptana,13
03051,"Campo de Mirra/Camp de Mirra, el",03
37077,"Campo de Peñaranda, El",37
40039,Campo de San Pedro,40
24033,Campo de Villavidel,24
36007,Campo Lameiro,36
10043,Campo Lugar,10
28033,Campo Real,28
21019,Campofrío,21
09066,Campolara,09
24034,Camponaraya,24
39027,Campoo de Enmedio,39
39017,Campoo de Yuso,39
47032,Camporredondo,47
22075,Camporrélls,22
46080,Camporrobles,46
07013,Campos,07
16901,Campos del Paraíso,16
30014,Campos del Río,30
18038,Campotéjar,18
17039,Camprodon,17
26037,Camprovín,26
45034,Camuñas,45
22076,Canal de Berdún,22
47033,Canalejas de Peñafiel,47
16045,Canalejas del Arroyo,16
05046,Canales,05
26038,Canales de la Sierra,26
46081,Canals,46
33010,Candamo,33
22077,Candasnos,22
38011,Candelaria,38
37078,Candelario,37
05047,Candeleda,05
42049,Candilichera,42
24036,Candín,24
25063,Canejan,25
23020,Canena,23
28034,Canencia,28
17040,Canet d'Adri,17
08040,Canet de Mar,08
46082,Canet d'En Berenguer,46
12036,Canet lo Roig,12
22078,Canfranc,22
36008,Cangas,36
33012,Cangas de Onís,33
33011,Cangas del Narcea,33
09067,Canicosa de la Sierra,09
18039,Caniles,18
37079,Canillas de Abajo,37
29033,Canillas de Aceituno,29
29034,Canillas de Albaida,29
47034,Canillas de Esgueva,47
26039,Canillas de Río Tuerto,26
04030,Canjáyar,04
43907,"Canonja, La",43
08041,Canovelles,08
08042,Cànoves i Samalús,08
19064,Canredondo,19
09068,Cantabrana,09
37080,Cantagallo,37
37081,Cantalapiedra,37
40040,Cantalejo,40
17041,Cantallops,17
19065,Cantalojas,19
37082,Cantalpino,37
37083,Cantaracillo,37
44059,Cantavieja,44
41023,Cantillana,41
40041,Cantimpalos,40
05048,Cantiveros,05
04031,Cantoria,04
08043,Canyelles,08
03052,Cañada,03
44060,Cañada de Benatanduz,44
13029,Cañada de Calatrava,13
44061,"Cañada de Verich, La",44
16046,Cañada del Hoyo,16
16047,Cañada Juncosa,16
41901,Cañada Rosal,41
44062,Cañada Vellida,44
42050,Cañamaque,42
16048,Cañamares,16
10044,Cañamero,10
18040,Cáñar,18
26040,Cañas,26
16049,"Cañavate, El",16
10045,Cañaveral,10
21020,Cañaveral de León,21
16050,Cañaveras,16
16051,Cañaveruelas,16
16052,Cañete,16
14014,Cañete de las Torres,14
29035,Cañete la Real,29
36009,"Cañiza, A",36
49034,Cañizal,49
19066,Cañizar,19
44063,Cañizar del Olivar,44
16053,Cañizares,16
49035,Cañizo,49
43039,Capafonts,43
31065,Caparroso,31
43040,Capçanes,43
07014,Capdepera,07
22079,Capdesaso,22
15018,"Capela, A",15
22080,Capella,22
08044,Capellades,08
18042,Capileira,18
06030,Capilla,06
34045,Capillas,34
17042,Capmany,17
08045,Capolat,08
42051,Carabantes,42
28035,Carabaña,28
40161,Carabias,40
42052,Caracena,42
13030,Caracuel de Calatrava,13
18043,Carataunas,18
30015,Caravaca de la Cruz,30
33013,Caravia,33
09070,Carazo,09
49036,Carbajales de Alba,49
10046,Carbajo,10
37085,Carbajosa de la Sagrada,37
32018,Carballeda de Avia,32
32017,Carballeda de Valdeorras,32
27009,Carballedo,27
32019,"Carballiño, O",32
15019,Carballo,15
49037,Carbellino,49
04032,Carboneras,04
16055,Carboneras de Guadazaón,16
40043,Carbonero el Mayor,40
23021,Carboneros,23
10047,Carcaboso,10
14015,Carcabuey,14
46083,Carcaixent,46
31066,Cárcar,31
31067,Carcastillo,31
09071,Carcedo de Bureba,09
09072,Carcedo de Burgos,09
02020,Carcelén,02
46084,Càrcer,46
23901,Cárcheles,23
08046,Cardedeu,08
26041,Cárdenas,26
16056,Cardenete,16
14016,Cardeña,14
09073,Cardeñadijo,09
09074,Cardeñajimeno,09
05049,Cardeñosa,05
34046,Cardeñosa de Volpejera,34
09075,Cardeñuela Riopico,09
45035,Cardiel de los Montes,45
08047,Cardona,08
19067,"Cardoso de la Sierra, El",19
50072,Carenas,50
50073,Cariñena,50
15901,Cariño,15
46085,Carlet,46
14017,"Carlota, La",14
08048,Carme,08
45036,Carmena,45
24037,Cármenes,24
41024,Carmona,41
06031,Carmonita,06
15020,Carnota,15
23024,"Carolina, La",23
47035,Carpio,47
37086,Carpio de Azaba,37
45037,"Carpio de Tajo, El",45
14018,"Carpio, El",14
24038,Carracedelo,24
15021,Carral,15
45038,Carranque,45
37087,Carrascal de Barregas,37
37088,Carrascal del Obispo,37
40044,Carrascal del Río,40
10048,Carrascalejo,10
06032,"Carrascalejo, El",06
16057,Carrascosa,16
42053,Carrascosa de Abajo,42
16058,Carrascosa de Haro,16
42054,Carrascosa de la Sierra,42
29036,Carratraca,29
33014,Carreño,33
05051,"Carrera, La",05
09076,Carrias,09
45039,Carriches,45
46086,Carrícola,46
13031,Carrión de Calatrava,13
41025,Carrión de los Céspedes,41
34047,Carrión de los Condes,34
24039,Carrizo,24
13032,Carrizosa,13
24040,Carrocera,24
30016,Cartagena,30
29037,Cartajima,29
29038,Cártama,29
21021,Cartaya,21
32020,Cartelle,32
39018,Cartes,39
24041,Carucedo,24
19070,Casa de Uceda,19
29039,Casabermeja,29
37089,Casafranca,37
26042,Casalarreina,26
10049,Casar de Cáceres,10
45040,"Casar de Escalona, El",45
10050,Casar de Palomero,10
19071,"Casar, El",19
29040,Casarabonela,29
42055,Casarejos,42
29041,Casares,29
10051,Casares de las Hurdes,10
41026,Casariche,41
45041,Casarrubios del Monte,45
28036,Casarrubuelos,28
46087,Casas Altas,46
46088,Casas Bajas,46
16060,Casas de Benítez,16
10052,Casas de Don Antonio,10
10053,Casas de Don Gómez,10
06033,Casas de Don Pedro,06
16061,Casas de Fernando Alonso,16
16062,Casas de Garcimolina,16
16063,Casas de Guijarro,16
16064,Casas de Haro,16
02021,Casas de Juan Núñez,02
02022,Casas de Lázaro,02
16065,Casas de los Pinos,16
10056,Casas de Millán,10
10057,Casas de Miravete,10
06034,Casas de Reina,06
19073,Casas de San Galindo,19
02023,Casas de Ves,02
10054,Casas del Castañar,10
37090,"Casas del Conde, Las",37
10055,Casas del Monte,10
05052,Casas del Puerto,05
45042,Casasbuenas,45
49038,Casaseca de Campeán,49
49039,Casaseca de las Chanas,49
02024,Casas-Ibáñez,02
16066,Casasimarro,16
05053,Casasola,05
47036,Casasola de Arión,47
10058,Casatejada,10
05054,Casavieja,05
22081,Casbas de Huesca,22
09077,Cascajares de Bureba,09
09078,Cascajares de la Sierra,09
31068,Cascante,31
44064,Cascante del Río,44
31069,Cáseda,31
43041,Caseres,43
05055,Casillas,05
10059,Casillas de Coria,10
37091,Casillas de Flores,37
46089,Casinos,46
40045,Casla,40
33015,Caso,33
50074,Caspe,50
19074,Caspueñas,19
17044,Cassà de la Selva,17
08049,Casserres,08
03053,Castalla,03
10060,Castañar de Ibor,10
26043,Castañares de Rioja,26
39019,Castañeda,39
21022,Castaño del Robledo,21
18044,Cástaras,18
16067,Castejón,16
31070,Castejón,31
50075,Castejón de Alarba,50
19075,Castejón de Henares,19
50076,Castejón de las Armas,50
22083,Castejón de Monegros,22
22084,Castejón de Sos,22
44065,Castejón de Tornos,44
50077,Castejón de Valdejasa,50
22082,Castejón del Puente,22
44066,Castel de Cabra,44
22085,Castelflorite,22
12037,Castell de Cabres,12
03054,Castell de Castells,03
03075,"Castell de Guadalest, el",03
08057,Castell de l'Areny,08
25904,Castell de Mur,25
07064,"Castell, Es",07
09079,Castellanos de Castro,09
37092,Castellanos de Moriscos,37
37185,Castellanos de Villiquera,37
05056,Castellanos de Zapardiel,05
23025,Castellar,23
11013,Castellar de la Frontera,11
19076,Castellar de la Muela,19
25064,Castellar de la Ribera,25
08052,Castellar de n'Hug,08
13033,Castellar de Santiago,13
08050,Castellar del Riu,08
08051,Castellar del Vallès,08
44070,"Castellar, El",44
08053,Castellbell i el Vilar,08
08054,Castellbisbal,08
08055,Castellcir,08
25067,Castelldans,25
08056,Castelldefels,08
08058,Castellet i la Gornal,08
17046,Castellfollit de la Roca,17
08060,Castellfollit de Riubregós,08
08059,Castellfollit del Boix,08
12038,Castellfort,12
08061,Castellgalí,08
08062,Castellnou de Bages,08
25068,Castellnou de Seana,25
12039,Castellnovo,12
46257,Castelló,46
25069,Castelló de Farfanya,25
12040,Castelló de la Plana,12
46090,Castelló de Rugat,46
17047,Castelló d'Empúries,17
08063,Castellolí,08
46091,Castellonet de la Conquesta,46
44071,Castellote,44
17048,Castell-Platja d'Aro,17
25070,Castellserà,25
08064,Castellterçol,08
43042,Castellvell del Camp,43
08065,Castellví de la Marca,08
08066,Castellví de Rosanes,08
44067,Castelnou,44
44068,Castelserás,44
46092,Castielfabib,46
22086,Castiello de Jaca,22
22087,Castigaleu,22
09083,Castil de Peones,09
34048,Castil de Vela,34
06035,Castilblanco,06
41027,Castilblanco de los Arroyos,41
09082,Castildelgado,09
24042,Castilfalé,24
19078,Castilforte,19
42056,Castilfrío de la Sierra,42
50078,Castiliscar,50
22088,Castillazuelo,22
41028,Castilleja de Guzmán,41
41029,Castilleja de la Cuesta,41
41030,Castilleja del Campo,41
18045,Castilléjar,18
16068,Castillejo de Iniesta,16
37096,Castillejo de Martín Viejo,37
40046,Castillejo de Mesleón,40
42058,Castillejo de Robledo,42
16070,Castillejo-Sierra,16
45043,Castillo de Bayuela,45
16072,Castillo de Garcimuñoz,16
41031,"Castillo de las Guardas, El",41
23026,Castillo de Locubín,23
12041,Castillo de Villamalefa,12
16071,Castillo-Albaráñez,16
22089,Castillonroy,22
31071,Castillonuevo,31
19079,Castilnuevo,19
42057,Castilruiz,42
37097,Castraz,37
34049,Castrejón de la Peña,34
47037,Castrejón de Trabancos,47
32022,Castrelo de Miño,32
32021,Castrelo do Val,32
18046,Castril,18
24043,Castrillo de Cabrera,24
34050,Castrillo de Don Juan,34
47038,Castrillo de Duero,47
49040,Castrillo de la Guareña,49
09084,Castrillo de la Reina,09
24044,Castrillo de la Valduerna,24
09085,Castrillo de la Vega,09
34051,Castrillo de Onielo,34
09088,Castrillo de Riopisuerga,09
34052,Castrillo de Villavega,34
09086,Castrillo del Val,09
09090,Castrillo Mota de Judíos,09
33016,Castrillón,33
47039,Castrillo-Tejeriego,47
32023,Castro Caldelas,32
04033,Castro de Filabres,04
40047,Castro de Fuentidueña,40
27010,Castro de Rei,27
14019,Castro del Río,14
47040,Castrobol,47
24046,Castrocalbón,24
24047,Castrocontrigo,24
47041,Castrodeza,47
49041,Castrogonzalo,49
09091,Castrojeriz,09
40048,Castrojimeno,40
47042,Castromembibre,47
34053,Castromocho,34
47043,Castromonte,47
49042,Castronuevo,49
47044,Castronuevo de Esgueva,47
47045,Castronuño,47
24049,Castropodame,24
33017,Castropol,33
47046,Castroponce,47
40049,Castroserna de Abajo,40
40051,Castroserracín,40
24050,Castrotierra de Valmadrigal,24
39020,Castro-Urdiales,39
27011,Castroverde,27
